,compound,gene,db,ctd,SMILES,n_db
110,"(2e)-3-{3-[(5-ethyl-3-iodo-6-methyl-2-oxo-1,2-dihydropyridin-4-yl)oxy]phenyl}acrylonitrile",GAG-POL,True,False,CCC1=C(C)NC(=O)C(I)=C1OC1=CC=CC(\C=C\C#N)=C1,1
111,(2e)-n-allyl-4-{[3-(4-bromophenyl)-5-fluoro-1-methyl-1h-indazol-6-yl]oxy}-n-methyl-2-buten-1-amine,SHC,True,False,CN(CC=C)C\C=C\COC1=CC2=C(C=C1F)C(=NN2C)C1=CC=C(Br)C=C1,1
112,(2e)-n-hydroxy-3-[1-methyl-4-(phenylacetyl)-1h-pyrrol-2-yl]prop-2-enamide,HDAC8,True,False,CN1C=C(C=C1\C=C\C(=O)NO)C(=O)CC1=CC=CC=C1,1
113,(2e)-n-{4-[(3-bromophenyl)amino]quinazolin-6-yl}-4-(dimethylamino)but-2-enamide,SRC,True,False,CN(C)C\C=C\C(=O)NC1=CC=C2N=CN=C(NC3=CC(Br)=CC=C3)C2=C1,1
114,"(2e,3s)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'h)-one",CDK2,True,False,[H]N1C(=O)\C(C2=C1C=CC(=C2)S(=O)(=O)N1CCC(O)CC1)=C1/N([H])C2=CC=CC=C2[C@]1(C)O,1
115,"(2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoicAcid",NCOA2,True,False,COC(C)(C)CCC[C@@](C)([H])C\C=C\C(\C)=C\C(O)=O,1
116,"(2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoicAcid",NR1H3,True,False,COC(C)(C)CCC[C@@](C)([H])C\C=C\C(\C)=C\C(O)=O,1
117,"(2e,4e)-11-methoxy-3,7,11-trimethyldodeca-2,4-dienoicAcid",RXRB,True,False,COC(C)(C)CCC[C@@](C)([H])C\C=C\C(\C)=C\C(O)=O,1
118,"(2e,4e)-2-hydroxy-6-oxo-6-phenyl-2,4-hexadienoicAcid",BPHD,True,False,OC(=O)C(\O)=C/C=C/C(=O)C1=CC=CC=C1,1
119,"(2e,4r,5s)-2,3,4,5-tetrahydroxy-6-(palmitoyloxy)hex-2-enoicAcid",,True,False,[H][C@](O)(COC(=O)CCCCCCCCCCCCCCC)[C@@]([H])(O)C(\O)=C(\O)C(O)=O,1
120,(2r)-({4-[amino(imino)methyl]phenyl}amino){5-ethoxy-2-fluoro-3-[(3r)-tetrahydrofuran-3-yloxy]phenyl}aceticacid,F7,True,False,CCOC1=CC([C@@H](NC2=CC=C(C=C2)C(N)=N)C(O)=O)=C(F)C(O[C@@H]2CCOC2)=C1,1
121,"(2r)-1-(2,6-dimethylphenoxy)propan-2-amine",PLAU,True,False,[H][C@](C)(N)COC1=C(C)C=CC=C1C,1
122,(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol,CDK2,True,False,[H][C@](O)(COC1=CC=C(NC2=NC=NC(NC3=C(F)C=CC(=C3)C(F)(F)F)=C2)C=C1)CN(C)C,1
123,(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine,HSD11B1,True,False,[H][C@@]1(C)CN(CCN1S(=O)(=O)C1=CC=C(C=C1)C(C)(C)C)C1=CC=C(C=C1)[N+]([O-])=O,1
124,"(2r)-1-[(5,6-diphenyl-7h-pyrrolo[2,3-d]pyrimidin-4-yl)amino]propan-2-ol",CHEK1,True,False,[H][C@](C)(O)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,1
125,"(2r)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CDK2,True,False,[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)N([H])C1=C(Cl)C=CC(Cl)=C1,1
126,"(2r)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CDK2,True,False,[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=CC(=NC=N1)N([H])C1=C(F)C=CC=C1F,1
127,(2r)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,CDK2,True,False,[H]N(C1=CC=C(OC[C@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1,1
128,(2r)-2-(3-biphenylyl)-n-{(2r)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide,CTSK,True,False,[H]N(C[C@@H](O)CN([H])S(=O)(=O)C1=CC=CC=N1)C(=O)[C@H](CC(C)C)C1=CC=CC(=C1)C1=CC=CC=C1,1
129,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PKIA,True,False,NC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1,1
130,(2r)-2-(4-chlorophenyl)-2-[4-(1h-pyrazol-4-yl)phenyl]ethanamine,PRKACA,True,False,NC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=C(C=C1)C1=CNN=C1,1
131,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,PKIA,True,False,[H][C@@](CN)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1
132,(2r)-2-(4-chlorophenyl)-2-phenylethanamine,PRKACA,True,False,[H][C@@](CN)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,1
133,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,F10,True,False,C\C(=C/S(=O)(=O)N[C@@]1([H])CCN([C@](C)([H])C(=O)N2CCOCC2)C1=O)C1=CC=C(Cl)S1,1
134,(2r)-2-(5-chloro-2-thienyl)-n-{(3s)-1-[(1s)-1-methyl-2-morpholin-4-yl-2-oxoethyl]-2-oxopyrrolidin-3-yl}propene-1-sulfonamide,F2,True,False,C\C(=C/S(=O)(=O)N[C@@]1([H])CCN([C@](C)([H])C(=O)N2CCOCC2)C1=O)C1=CC=C(Cl)S1,1
135,(2r)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9h-purin-2-yl}amino)butan-1-ol,PDXK,True,False,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(=N1)N(C)CC1=CC=CC=C1,1
136,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,CCNA2,True,False,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=C(C=C2)C2=CC=CC=N2)=N1,1
137,(2r)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9h-purin-2-yl}amino)butan-1-ol,CDK2,True,False,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=C(C=C2)C2=CC=CC=N2)=N1,1
138,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylicAcid",AMPC,True,False,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,1
139,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylicAcid",BLA,True,False,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,1
140,"(2r)-2-[(1r)-1-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2h-1,3-thiazine-4-carboxylicAcid",PBPA,True,False,[H][C@@]1(SCC(=C)C(=N1)C(O)=O)[C@H](NC(=O)C(=N/OC)\C1=CSC(N)=N1)C=O,1
141,"(2r)-2-[(1r)-1-{[(2s)-2-carboxy-2-(4-hydroxyphenyl)acetyl]amino}-1-methoxy-2-oxoethyl]-5-methylene-5,6-dihydro-2h-1,3-oxazine-4-carboxylicAcid",AMPC,True,False,COC(NC(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)(C=O)[C@H]1OCC(=C)C(=N1)C(O)=O,1
142,(2r)-2-acetamido-3-(octadecyloxy)propyl2-(methylsulfanyl)ethylHydrogenPhosphate,PLA2G2A,True,False,[H]N([C@H](COCCCCCCCCCCCCCCCCCC)COP(O)(=O)OCCSC)C(C)=O,1
143,"(2r)-2-amino-3,3,3-trifluoro-n-hydroxy-2-{[(4-phenoxyphenyl)sulfonyl]methyl}propanamide",MMP9,True,False,N[C@](CS(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)(C(=O)NO)C(F)(F)F,1
144,(2r)-2-benzyl-3-nitropropanoicAcid,CPA1,True,False,[H][C@@](CC1=CC=CC=C1)(C[N+]([O-])=O)C(O)=O,1
145,(2r)-2-ethyl-1-hexanesulfonicAcid,ATSK,True,False,[H][C@@](CC)(CCCC)COS(O)(=O)=O,1
146,(2r)-2-phenyl-n-pyridin-4-ylbutanamide,ERG11,True,False,[H][C@](CC)(C(=O)NC1=CC=NC=C1)C1=CC=CC=C1,1
147,"(2r)-2-{(1r)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylicAcid",DAC,True,False,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@@]1([H])SCCC(=N1)C(O)=O,1
148,(2r)-2-{[(4-fluoro-3-methylphenyl)sulfonyl]amino}-n-hydroxy-2-tetrahydro-2h-pyran-4-ylacetamide,LEF,True,False,[H][C@@](NS(=O)(=O)C1=CC(C)=C(F)C=C1)(C1CCOCC1)C(=O)NO,1
149,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",CCNA2,True,False,[H][C@@](CC)(CO)NC1=NC2=C(C=NN2C(NCC2=CC=CC=C2)=N1)C(C)C,1
150,"(2r)-2-{[4-(benzylamino)-8-(1-methylethyl)pyrazolo[1,5-a][1,3,5]triazin-2-yl]amino}butan-1-ol",CDK2,True,False,[H][C@@](CC)(CO)NC1=NC2=C(C=NN2C(NCC2=CC=CC=C2)=N1)C(C)C,1
151,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",PUFC,True,False,CCNC1=NC(Cl)=NC(NC(C)(CC)C#N)=N1,1
152,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",PUFL,True,False,CCNC1=NC(Cl)=NC(NC(C)(CC)C#N)=N1,1
153,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",PUFM,True,False,CCNC1=NC(Cl)=NC(NC(C)(CC)C#N)=N1,1
154,"(2r)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",PUHA,True,False,CCNC1=NC(Cl)=NC(NC(C)(CC)C#N)=N1,1
155,(2r)-2-{[formyl(hydroxy)amino]methyl}hexanoicAcid,,True,False,[H][C@@](CCCC)(CN(O)C=O)C(O)=O,1
156,"(2r)-3-(phosphonooxy)propane-1,2-diylDiheptanoate",,True,False,[H][C@@](COC(=O)CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCC,1
157,"(2r)-3-[(tetrahydroxyphosphoranyl)oxy]-1,2-propanediylDibutanoate",,True,False,[H][C@@](COC(=O)CCC)(COP(O)(O)(O)O)OC(=O)CCC,1
158,(2r)-3-methyl-1-phenyl-2-butanyl[(2s)-1-oxo-2-hexanyl]carbamate,CTSK,True,False,[H][C@@](CCCC)(NC(=O)O[C@]([H])(CC1=CC=CC=C1)C(C)C)C=O,1
159,"(2r)-3-{[(4z)-5,6-diphenyl-6,7-dihydro-4h-pyrrolo[2,3-d]pyrimidin-4-ylidene]amino}propane-1,2-diol",CHEK1,True,False,[H][C@](O)(CO)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,1
160,(2r)-3-{[(benzylamino)carbonyl]amino}-2-hydroxypropanoicAcid,CELA1,True,False,[H][C@@](O)(CNC(=O)NCC1=CC=CC=C1)C(O)=O,1
161,"(2r)-3-{[{[(2s)-2,3-dihydroxypropyl]oxy}(hydroxy)phosphoryl]oxy}-2-[(9e)-hexadec-9-enoyloxy]propyl(9e)-octadec-9-enoate",NR5A1,True,False,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC,1
162,"(2r)-4,4-dihydroxy-5-nitro-2-(phenylmethyl)pentanoicAcid",CPA1,True,False,[H][C@@](CC1=CC=CC=C1)(CC(O)(O)C[N+]([O-])=O)C(O)=O,1
163,"(2r)-4-(2-benzoyl-1,2-diazepan-1-yl)-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",DPP4,True,False,[H][C@](N)(CC(=O)N1CCCCCN1C(=O)C1=CC=CC=C1)CC1=C(F)C=C(F)C(F)=C1,1
164,"(2r)-4-[(8r)-8-methyl-2-(trifluoromethyl)-5,6-dihydro[1,2,4]triazolo[1,5-a]pyrazin-7(8h)-yl]-4-oxo-1-(2,4,5-trifluorophenyl)butan-2-amine",DPP4,True,False,[H][C@](N)(CC(=O)N1CCN2N=C(N=C2[C@@]1([H])C)C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1,1
165,(2r)-n-[(2r)-2-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-n-[(5r)-5-(dihydroxyboryl)-1-l-prolylpyrrolidin-2-yl]-l-prolinamide,DPP4,True,False,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1)B(O)O,1
166,(2r)-n-hydroxy-2-[(3s)-3-methyl-3-{4-[(2-methylquinolin-4-yl)methoxy]phenyl}-2-oxopyrrolidin-1-yl]propanamide,ADAM17,True,False,[H][C@](C)(N1CC[C@](C)(C1=O)C1=CC=C(OCC2=CC(C)=NC3=CC=CC=C23)C=C1)C(=O)NO,1
167,(2r)-n-hydroxy-3-naphthalen-2-yl-2-[(naphthalen-2-ylsulfonyl)amino]propanamide,LPXC,True,False,[H][C@](CC1=CC2=C(C=CC=C2)C=C1)(NS(=O)(=O)C1=CC2=C(C=CC=C2)C=C1)C(=O)NO,1
168,"(2r)-n-{4-[ethyl(phenyl)sulfamoyl]-2-methylphenyl}-3,3,3-trifluoro-2-hydroxy-2-methylpropanamide",PDK2,True,False,[H]N(C(=O)C(C)(O)C(F)(F)F)C1=C(C)C=C(C=C1)S(=O)(=O)N(CC)C1=CC=CC=C1,1
169,"(2r)-n~4~-hydroxy-2-(3-hydroxybenzyl)-n~1~-[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]butanediamide",ADAMTS5,True,False,[H][C@](CC(=O)NO)(CC1=CC(O)=CC=C1)C(=O)N[C@@]1([H])C2=C(C[C@@]1([H])O)C=CC=C2,1
170,"(2r,3r)-2,3-dihydroxy-4-oxo-4-(propylamino)butanoicAcid",ACP3,True,False,[H]N(CCC)C(=O)[C@H](O)[C@@H](O)C(O)=O,1
171,"(2r,3r)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",DPP4,True,False,[H][C@]1(N)CN2C(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)=NC1=CC(=CC=C21)S(C)(=O)=O,1
172,"(2r,3r)-n^1^-[(1s)-2,2-dimethyl-1-(methylcarbamoyl)propyl]-n^4^-hydroxy-2-(2-methylpropyl)-3-{[(1,3-thiazol-2-ylcarbonyl)amino]methyl}butanediamide",ADAM28,True,False,[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C,1
173,"(2r,3r,4r,5r)-3,4-dihydroxy-n,n'-bis[(1s,2r)-2-hydroxy-2,3-dihydro-1h-inden-1-yl]-2,5-bis(2-phenylethyl)hexanediamide",GAG-POL,True,False,O[C@@H]([C@H](O)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2)[C@@H](CCC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,1
174,"(2r,3r,4r,5s)-2-(hydroxymethyl)-1-nonylpiperidine-3,4,5-triol",GBA1,True,False,[H][C@]1(O)CN(CCCCCCCCC)[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,1
175,"(2r,3r,4s)-3-(4-hydroxyphenyl)-4-methyl-2-[4-(2-pyrrolidin-1-ylethoxy)phenyl]chroman-6-ol",ESR1,True,False,[H][C@@]1(C)C2=CC(O)=CC=C2O[C@@]([H])(C2=CC=C(OCCN3CCCC3)C=C2)[C@@]1([H])C1=CC=C(O)C=C1,1
176,"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",BAG1,True,False,[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
177,"(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol",HSPA8,True,False,[H][C@]1(CO)O[C@@]([H])(N2C(NCC3=CC=C(Cl)C(Cl)=C3)=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,1
178,"(2r,3r,4s,5r)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",HEXB,True,False,[H]N([C@H]1N([H])C[C@H](CO)[C@H](O)[C@@H]1O)C(C)=O,1
179,"(2r,3r,4s,5r)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine",KCNMB2,True,False,[H]N([C@H]1N([H])C[C@H](CO)[C@H](O)[C@@H]1O)C(C)=O,1
180,"(2r,3r,4s,5r,6e)-3,4,5-trihydroxy-n-[(3s,6r)-6-hydroxy-2-oxo-3-azepanyl]-2-methoxy-8,8-dimethyl-6-nonenamide",METAP2,True,False,[H]N([C@H]1CC[C@@H](O)CN([H])C1=O)C(=O)[C@H](OC)[C@H](O)[C@@H](O)[C@H](O)\C=C\C(C)(C)C,1
181,"(2r,3s,5s)-2-(hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl2-acetamido-2-deoxy-4-o-sulfo-beta-d-glucopyranoside",MLTB,True,False,[H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H],1
182,"(2r,3s,5s)-2-(hydroxymethyl)-5-[(2-sulfoethyl)carbamoyl]-3-pyrrolidiniumyl2-acetamido-2-deoxy-4-o-sulfo-beta-d-glucopyranoside",SLT,True,False,[H]N(CCS(O)(=O)=O)C(=O)[C@@H]1C[C@H](O[C@@H]2O[C@H](CO)[C@@H](OS(O)(=O)=O)[C@H](O)[C@H]2N([H])C(C)=O)[C@@H](CO)[N+]1([H])[H],1
183,"(2r,4s)-2-[(1r)-1-{[(2r)-2-amino-2-(4-hydroxyphenyl)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylicAcid",AMPC,True,False,[H]N([H])[C@@H](C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O)C1=CC=C(O)C=C1,1
184,"(2r,4s)-2-[(1r)-1-{[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-2-oxoethyl]-5,5-dimethyl-1,3-thiazolidine-4-carboxylicAcid",AMPC,True,False,[H]N([H])C1=NC(=CS1)C(=N\OC)\C(=O)N([H])[C@H](C=O)[C@@]1([H])SC(C)(C)[C@@H](N1[H])C(O)=O,1
185,"(2r,4s)-2-[(r)-benzylcarbamoyl-phenylacetyl-methyl]-5,5-dimethyl-thiazolidine-4-carboxylicAcid",GAG-POL,True,False,[H][C@@](NC(=O)CC1=CC=CC=C1)(C(=O)NCC1=CC=CC=C1)[C@]1([H])N[C@@]([H])(C(O)=O)C(C)(C)S1,1
186,"(2r,4s)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",LSRB,True,False,[H][C@]1(O)CO[C@@](C)(O)C1(O)O,1
187,"(2r,4s,5r,6r)-5-acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylicAcid",,True,False,CCN(CC)C(=O)[C@@H]1O[C@H](C[C@H](N)[C@H]1NC(C)=O)C(O)=O,1
188,"(2r,6s)-6-{[methyl(3,4,5-trimethoxyphenyl)amino]methyl}-1,2,5,6,7,8-hexahydroquinazoline-2,4-diamine",DHFR,True,False,COC1=CC(=CC(OC)=C1OC)N(C)C[C@H]1CCC2=C(C1)C(N)=N[C@H](N)N2,1
189,"(2s)-({(5z)-5-[(5-ethyl-2-furyl)methylene]-4-oxo-4,5-dihydro-1,3-thiazol-2-yl}amino)(4-fluorophenyl)aceticAcid",,True,False,CCC1=CC=C(O1)\C=C1/SC(N[C@H](C(O)=O)C2=CC=C(F)C=C2)=NC1=O,1
190,"(2s)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",PIM1,True,False,[H][C@](C#N)(C1=NC2=C(S1)C=CC=C2)C1=NC(NCCC2=CC=CN=C2)=NC=C1,1
191,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,AKT2,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,1
192,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,GSK3B,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,1
193,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,PKIA,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,1
194,(2s)-1-(1h-indol-3-yl)-3-{[5-(3-methyl-1h-indazol-5-yl)pyridin-3-yl]oxy}propan-2-amine,PRKACA,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC=C2NN=C(C)C2=C1)CC1=CNC2=CC=CC=C12,1
195,"(2s)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",BACE1,True,False,[H][C@@](O)(COC1=C(C)C=CC(C)=C1)CN1CCOCC1,1
196,(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,PKIA,True,False,[H]N([H])[C@H](COC1=CN=CC(=C1)C1=CC2=C(C=C1)C=NC=C2)CC1C=NC2=CC=CC=C12,1
197,(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine,PRKACA,True,False,[H]N([H])[C@H](COC1=CN=CC(=C1)C1=CC2=C(C=C1)C=NC=C2)CC1C=NC2=CC=CC=C12,1
198,"(2s)-1-(6h-indol-3-yl)-3-{[5-(7h-pyrazolo[3,4-c]pyridin-5-yl)pyridin-3-yl]oxy}propan-2-amine",PRKACA,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=NCC2=NN=CC2=C1)CC1=C2C=CCC=C2N=C1,1
199,"(2s)-1-(dimethylamino)-3-(4-{[4-(2-methylimidazo[1,2-a]pyridin-3-yl)-2-pyrimidinyl]amino}phenoxy)-2-propanol",CDK2,True,False,[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)C1=C(C)N=C2C=CC=CN12,1
200,"(2s)-1-[(2s,4r)-4-benzyl-2-hydroxy-5-{[(1s,2r,5s)-2-hydroxy-5-methylcyclopentyl]amino}-5-oxopentyl]-4-{[6-chloro-5-(4-methyl-1-piperazinyl)-2-pyrazinyl]carbonyl}-n-(2-methyl-2-propanyl)-2-piperazinecaRboxamide",GAG-POL,True,False,[H]N([C@H]1[C@@H](C)CC[C@H]1O)C(=O)[C@@H](C[C@H](O)CN1CCN(C[C@H]1C(=O)N([H])C(C)(C)C)C(=O)C1=CN=C(N2CCN(C)CC2)C(Cl)=N1)CC1=CC=CC=C1,1
201,"(2s)-1-[4-({4-[(2,5-dichlorophenyl)amino]-2-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CDK2,True,False,[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=NC=CC(=N1)N([H])C1=C(Cl)C=CC(Cl)=C1,1
202,"(2s)-1-[4-({6-[(2,6-difluorophenyl)amino]-4-pyrimidinyl}amino)phenoxy]-3-(dimethylamino)-2-propanol",CDK2,True,False,[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=CC(=NC=N1)N([H])C1=C(F)C=CC=C1F,1
203,(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol,CHEK1,True,False,[H][C@](O)(CN)CNC1=C2N=CC=CC2=C(C=C1)[N+]([O-])=O,1
204,"(2s)-1-methyl-2-[(2s,4r)-2-methyl-4-phenylpentyl]piperidine",LAT,True,False,[H][C@](C)(C[C@@]([H])(C)C1=CC=CC=C1)C[C@]1([H])CCCCN1C,1
205,(2s)-1-{4-[(4-anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,CDK2,True,False,[H]N(C1=CC=C(OC[C@@H](O)CN(C)C)C=C1)C1=NC=C(Br)C(=N1)N([H])C1=CC=CC=C1,1
206,(2s)-1-{[5-(1h-indazol-5-yl)-3-pyridinyl]oxy}-3-(7ah-indol-3-yl)-2-propanamine,PRKACA,True,False,[H][C@@](N)(COC1=CN=CC(=C1)C1=CC2=CNN=C2C=C1)CC1=C2C=CC=CC2([H])N=C1,1
207,(2s)-2-(1h-indol-3-yl)hexanoicAcid,SKP1,True,False,[H][C@@](CCCC)(C(O)=O)C1=CNC2=C1C=CC=C2,1
208,(2s)-2-(1h-indol-3-yl)pentanoicAcid,SKP1,True,False,[H][C@@](CCC)(C(O)=O)C1=CNC2=CC=CC=C12,1
209,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",ACTR2,True,False,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,1
210,"(2s)-2-(3-bromophenyl)-3-(5-chloro-2-hydroxyphenyl)-1,3-thiazolidin-4-one",ACTR3,True,False,[H][C@]1(SCC(=O)N1C1=CC(Cl)=CC=C1O)C1=CC=CC(Br)=C1,1
