,compound,gene,db,ctd,SMILES,n_db
21748,Copper,NEAT1,False,True,[Cu],1
21749,Copper,NEFH,False,True,[Cu],1
21750,Copper,NEFL,False,True,[Cu],1
21751,Copper,NEIL1,True,True,[Cu],2
21752,Copper,NEIL2,True,True,[Cu],2
21753,Copper,NEK2,False,True,[Cu],1
21754,Copper,NEK6,False,True,[Cu],1
21755,Copper,NELL2,False,True,[Cu],1
21756,Copper,NES,False,True,[Cu],1
21757,Copper,NEU1,False,True,[Cu],1
21758,Copper,NF1,False,True,[Cu],1
21759,Copper,NFAT5,False,True,[Cu],1
21760,Copper,NFE2L2,False,True,[Cu],1
21761,Copper,NFE2L3,False,True,[Cu],1
21762,Copper,NFIA,False,True,[Cu],1
21763,Copper,NFIL3,False,True,[Cu],1
21764,Copper,NFKB1,False,True,[Cu],1
21765,Copper,NFKB2,False,True,[Cu],1
21766,Copper,NFKBIA,False,True,[Cu],1
21767,Copper,NFKBIB,False,True,[Cu],1
21768,Copper,NGDN,False,True,[Cu],1
21769,Copper,NGF,False,True,[Cu],1
21770,Copper,NGFR,False,True,[Cu],1
21771,Copper,NHERF1,False,True,[Cu],1
21772,Copper,NIBAN1,False,True,[Cu],1
21773,Copper,NIN,False,True,[Cu],1
21774,Copper,NIPSNAP1,False,True,[Cu],1
21775,Copper,NIT1,False,True,[Cu],1
21776,Copper,NKX2-5,False,True,[Cu],1
21777,Copper,NKX3-1,False,True,[Cu],1
21778,Copper,NLRC4,False,True,[Cu],1
21779,Copper,NLRP1,False,True,[Cu],1
21780,Copper,NME1,True,True,[Cu],2
21781,Copper,NME1-NME2,False,True,[Cu],1
21782,Copper,NME4,False,True,[Cu],1
21783,Copper,NMNAT2,False,True,[Cu],1
21784,Copper,NMT1,False,True,[Cu],1
21785,Copper,NMU,False,True,[Cu],1
21786,Copper,NNMT,False,True,[Cu],1
21787,Copper,NOG,False,True,[Cu],1
21788,Copper,NOL12,False,True,[Cu],1
21789,Copper,NOL3,False,True,[Cu],1
21790,Copper,NOP56,False,True,[Cu],1
21791,Copper,NOSIP,False,True,[Cu],1
21792,Copper,NP,False,True,[Cu],1
21793,Copper,NPC1,False,True,[Cu],1
21794,Copper,NPC2,False,True,[Cu],1
21795,Copper,NPEPL1,False,True,[Cu],1
21796,Copper,NPNT,False,True,[Cu],1
21797,Copper,NPPB,False,True,[Cu],1
21798,Copper,NPR3,False,True,[Cu],1
21799,Copper,NPTX2,False,True,[Cu],1
21800,Copper,NQO1,False,True,[Cu],1
21801,Copper,NR1D2,False,True,[Cu],1
21802,Copper,NR1H4,False,True,[Cu],1
21803,Copper,NR2F1,False,True,[Cu],1
21804,Copper,NR4A1,False,True,[Cu],1
21805,Copper,NRARP,False,True,[Cu],1
21806,Copper,NRAS,False,True,[Cu],1
21807,Copper,NRCAM,False,True,[Cu],1
21808,Copper,NRGN,False,True,[Cu],1
21809,Copper,NRP1,False,True,[Cu],1
21810,Copper,NRXN3,False,True,[Cu],1
21811,Copper,NSD2,False,True,[Cu],1
21812,Copper,NSUN5P2,False,True,[Cu],1
21813,Copper,NT5DC2,False,True,[Cu],1
21814,Copper,NT5E,False,True,[Cu],1
21815,Copper,NTHL1,False,True,[Cu],1
21816,Copper,NTN3,False,True,[Cu],1
21817,Copper,NTS,False,True,[Cu],1
21818,Copper,NUBP1,False,True,[Cu],1
21819,Copper,NUCKS1,False,True,[Cu],1
21820,Copper,NUDT19,False,True,[Cu],1
21821,Copper,NUDT21,False,True,[Cu],1
21822,Copper,NUMA1,False,True,[Cu],1
21823,Copper,NUP214,False,True,[Cu],1
21824,Copper,NUP58,False,True,[Cu],1
21825,Copper,NUP93,False,True,[Cu],1
21826,Copper,NUPR1,False,True,[Cu],1
21827,Copper,NUSAP1,False,True,[Cu],1
21828,Copper,NXF1,False,True,[Cu],1
21829,Copper,NXT2,False,True,[Cu],1
21830,Copper,OAS3,False,True,[Cu],1
21831,Copper,OASL,False,True,[Cu],1
21832,Copper,OBSL1,False,True,[Cu],1
21833,Copper,OCLN,False,True,[Cu],1
21834,Copper,OGA,False,True,[Cu],1
21835,Copper,OGFRL1,False,True,[Cu],1
21836,Copper,OLAH,False,True,[Cu],1
21837,Copper,OPTN,False,True,[Cu],1
21838,Copper,ORC1,False,True,[Cu],1
21839,Copper,ORC6,False,True,[Cu],1
21840,Copper,OSCAR,False,True,[Cu],1
21841,Copper,OSER1,False,True,[Cu],1
21842,Copper,OSGIN1,False,True,[Cu],1
21843,Copper,OSMR,False,True,[Cu],1
21844,Copper,OSR2,False,True,[Cu],1
21845,Copper,OTUD1,False,True,[Cu],1
21846,Copper,OTULINL,False,True,[Cu],1
21847,Copper,P2RX5,False,True,[Cu],1
21848,Copper,P3H3,False,True,[Cu],1
21849,Copper,P3H4,False,True,[Cu],1
21850,Copper,P4HB,True,True,[Cu],2
21851,Copper,PABPC1L,False,True,[Cu],1
21852,Copper,PACSIN3,False,True,[Cu],1
21853,Copper,PAG1,False,True,[Cu],1
21854,Copper,PAGR1,False,True,[Cu],1
21855,Copper,PAIP1,False,True,[Cu],1
21856,Copper,PAK1,False,True,[Cu],1
21857,Copper,PAK2,False,True,[Cu],1
21858,Copper,PALLD,False,True,[Cu],1
21859,Copper,PALMD,False,True,[Cu],1
21860,Copper,PANX2,False,True,[Cu],1
21861,Copper,PAPPA2,False,True,[Cu],1
21862,Copper,PAPSS2,False,True,[Cu],1
21863,Copper,PARD6B,False,True,[Cu],1
21864,Copper,PARK7,True,True,[Cu],2
21865,Copper,PARP1,False,True,[Cu],1
21866,Copper,PARP2,False,True,[Cu],1
21867,Copper,PARP3,False,True,[Cu],1
21868,Copper,PARP4,False,True,[Cu],1
21869,Copper,PATZ1,False,True,[Cu],1
21870,Copper,PAXIP1,False,True,[Cu],1
21871,Copper,PBK,False,True,[Cu],1
21872,Copper,PBX1,False,True,[Cu],1
21873,Copper,PCDH18,False,True,[Cu],1
21874,Copper,PCDH7,False,True,[Cu],1
21875,Copper,PCK2,False,True,[Cu],1
21876,Copper,PCLAF,False,True,[Cu],1
21877,Copper,PCNA,False,True,[Cu],1
21878,Copper,PCNX4,False,True,[Cu],1
21879,Copper,PCSK9,False,True,[Cu],1
21880,Copper,PDE3B,False,True,[Cu],1
21881,Copper,PDE5A,False,True,[Cu],1
21882,Copper,PDGFA,False,True,[Cu],1
21883,Copper,PDGFB,False,True,[Cu],1
21884,Copper,PDGFC,False,True,[Cu],1
21885,Copper,PDGFD,False,True,[Cu],1
21886,Copper,PDGFRA,False,True,[Cu],1
21887,Copper,PDGFRB,False,True,[Cu],1
21888,Copper,PDIA3,True,True,[Cu],2
21889,Copper,PDLIM5,False,True,[Cu],1
21890,Copper,PDP1,False,True,[Cu],1
21891,Copper,PDPK1,False,True,[Cu],1
21892,Copper,PDPN,False,True,[Cu],1
21893,Copper,PDRG1,False,True,[Cu],1
21894,Copper,PDSS1,False,True,[Cu],1
21895,Copper,PEBP1,True,True,[Cu],2
21896,Copper,PECR,False,True,[Cu],1
21897,Copper,PERP,False,True,[Cu],1
21898,Copper,PFAS,False,True,[Cu],1
21899,Copper,PFN1,False,True,[Cu],1
21900,Copper,PGAM1,True,True,[Cu],2
21901,Copper,PGF,False,True,[Cu],1
21902,Copper,PGK1,True,True,[Cu],2
21903,Copper,PGLYRP2,True,True,[Cu],2
21904,Copper,PGM3,False,True,[Cu],1
21905,Copper,PGP,False,True,[Cu],1
21906,Copper,PHACTR3,False,True,[Cu],1
21907,Copper,PHB1,False,True,[Cu],1
21908,Copper,PHEX,False,True,[Cu],1
21909,Copper,PHF1,False,True,[Cu],1
21910,Copper,PHF10,False,True,[Cu],1
21911,Copper,PHF11,False,True,[Cu],1
21912,Copper,PHF19,False,True,[Cu],1
21913,Copper,PHGDH,False,True,[Cu],1
21914,Copper,PHLDA2,False,True,[Cu],1
21915,Copper,PHLDB2,False,True,[Cu],1
21916,Copper,PHLPP1,False,True,[Cu],1
21917,Copper,PHLPP2,False,True,[Cu],1
21918,Copper,PI3,False,True,[Cu],1
21919,Copper,PIAS,False,True,[Cu],1
21920,Copper,PIDD1,False,True,[Cu],1
21921,Copper,PIGA,False,True,[Cu],1
21922,Copper,PIGQ,False,True,[Cu],1
21923,Copper,PIGU,False,True,[Cu],1
21924,Copper,PIGX,False,True,[Cu],1
21925,Copper,PIK3AP1,False,True,[Cu],1
21926,Copper,PIK3CA,False,True,[Cu],1
21927,Copper,PIK3CB,False,True,[Cu],1
21928,Copper,PIK3CD,False,True,[Cu],1
21929,Copper,PIK3IP1,False,True,[Cu],1
21930,Copper,PIK3R1,False,True,[Cu],1
21931,Copper,PIK3R3,False,True,[Cu],1
21932,Copper,PIK3R5,False,True,[Cu],1
21933,Copper,PIM1,False,True,[Cu],1
21934,Copper,PIMREG,False,True,[Cu],1
21935,Copper,PIN4P1,False,True,[Cu],1
21936,Copper,PIP4K2A,False,True,[Cu],1
21937,Copper,PIR,False,True,[Cu],1
21938,Copper,PITPNM3,False,True,[Cu],1
21939,Copper,PIWIL4,False,True,[Cu],1
21940,Copper,PKDCC,False,True,[Cu],1
21941,Copper,PKM,True,True,[Cu],2
21942,Copper,PKMYT1,False,True,[Cu],1
21943,Copper,PKN1,False,True,[Cu],1
21944,Copper,PKN2,False,True,[Cu],1
21945,Copper,PKN3,False,True,[Cu],1
21946,Copper,PLA2G4A,False,True,[Cu],1
21947,Copper,PLA2G4C,False,True,[Cu],1
21948,Copper,PLA2G7,False,True,[Cu],1
21949,Copper,PLAC8L1,False,True,[Cu],1
21950,Copper,PLAU,False,True,[Cu],1
21951,Copper,PLCD4,False,True,[Cu],1
21952,Copper,PLCG1,False,True,[Cu],1
21953,Copper,PLCG2,False,True,[Cu],1
21954,Copper,PLCL2,False,True,[Cu],1
21955,Copper,PLCXD2,False,True,[Cu],1
21956,Copper,PLCXD3,False,True,[Cu],1
21957,Copper,PLD1,False,True,[Cu],1
21958,Copper,PLEKHG3,False,True,[Cu],1
21959,Copper,PLEKHG5,False,True,[Cu],1
21960,Copper,PLG,True,True,[Cu],2
21961,Copper,PLIN2,False,True,[Cu],1
21962,Copper,PLIN4,False,True,[Cu],1
21963,Copper,PLK1,False,True,[Cu],1
21964,Copper,PLOD2,False,True,[Cu],1
21965,Copper,PLPBP,False,True,[Cu],1
21966,Copper,PLPP5,False,True,[Cu],1
21967,Copper,PLPPR5,False,True,[Cu],1
21968,Copper,PLSCR4,False,True,[Cu],1
21969,Copper,PLXNB2,False,True,[Cu],1
21970,Copper,PLXNB3,False,True,[Cu],1
21971,Copper,PM20D2,False,True,[Cu],1
21972,Copper,PMAIP1,False,True,[Cu],1
21973,Copper,PNLDC1,False,True,[Cu],1
21974,Copper,PNMA2,False,True,[Cu],1
21975,Copper,PNPLA4,False,True,[Cu],1
21976,Copper,PNPLA8,False,True,[Cu],1
21977,Copper,PNPO,False,True,[Cu],1
21978,Copper,POGLUT2,False,True,[Cu],1
21979,Copper,POGLUT3,False,True,[Cu],1
21980,Copper,POLA1,False,True,[Cu],1
21981,Copper,POLA2,False,True,[Cu],1
21982,Copper,POLD1,False,True,[Cu],1
21983,Copper,POLD3,False,True,[Cu],1
21984,Copper,POLE2,False,True,[Cu],1
21985,Copper,POLR1G,False,True,[Cu],1
21986,Copper,POLR2C,False,True,[Cu],1
21987,Copper,POLR2M,False,True,[Cu],1
21988,Copper,POLR3K,False,True,[Cu],1
21989,Copper,PON1,True,True,[Cu],2
21990,Copper,POP1,False,True,[Cu],1
21991,Copper,POP4,False,True,[Cu],1
21992,Copper,POR,False,True,[Cu],1
21993,Copper,POSTN,False,True,[Cu],1
21994,Copper,POU3F2,False,True,[Cu],1
21995,Copper,PPAN,False,True,[Cu],1
21996,Copper,PPARG,False,True,[Cu],1
21997,Copper,PPARGC1A,False,True,[Cu],1
21998,Copper,PPARGC1B,False,True,[Cu],1
21999,Copper,PPBP,True,True,[Cu],2
22000,Copper,PPIA,True,True,[Cu],2
22001,Copper,PPM1A,False,True,[Cu],1
22002,Copper,PPM1B,False,True,[Cu],1
22003,Copper,PPM1D,False,True,[Cu],1
22004,Copper,PPM1H,False,True,[Cu],1
22005,Copper,PPP1R15A,False,True,[Cu],1
22006,Copper,PPP1R18,False,True,[Cu],1
22007,Copper,PPP1R3B,False,True,[Cu],1
22008,Copper,PPP1R3C,False,True,[Cu],1
22009,Copper,PPP2CA,False,True,[Cu],1
22010,Copper,PPP2CB,False,True,[Cu],1
22011,Copper,PPP2R1A,False,True,[Cu],1
22012,Copper,PPP2R1B,False,True,[Cu],1
22013,Copper,PPP2R2A,False,True,[Cu],1
22014,Copper,PPP2R2B,False,True,[Cu],1
22015,Copper,PPP2R2C,False,True,[Cu],1
22016,Copper,PPP2R2D,False,True,[Cu],1
22017,Copper,PPP2R3A,False,True,[Cu],1
22018,Copper,PPP2R3C,False,True,[Cu],1
22019,Copper,PPP2R5A,False,True,[Cu],1
22020,Copper,PPP2R5B,False,True,[Cu],1
22021,Copper,PPP2R5C,False,True,[Cu],1
22022,Copper,PPP2R5D,False,True,[Cu],1
22023,Copper,PPP3CA,False,True,[Cu],1
22024,Copper,PPP3CC,False,True,[Cu],1
22025,Copper,PPP3R1,False,True,[Cu],1
22026,Copper,PPP5C,False,True,[Cu],1
22027,Copper,PRAF2,False,True,[Cu],1
22028,Copper,PRC1,False,True,[Cu],1
22029,Copper,PRDX1,True,True,[Cu],2
22030,Copper,PRDX2,True,True,[Cu],2
22031,Copper,PRDX6,True,True,[Cu],2
22032,Copper,PREPL,False,True,[Cu],1
22033,Copper,PRIM1,False,True,[Cu],1
22034,Copper,PRKAA1,False,True,[Cu],1
22035,Copper,PRKAA2,False,True,[Cu],1
22036,Copper,PRKAB2,False,True,[Cu],1
22037,Copper,PRKAR2B,False,True,[Cu],1
22038,Copper,PRKCA,False,True,[Cu],1
22039,Copper,PRKCB,False,True,[Cu],1
22040,Copper,PRKCG,False,True,[Cu],1
22041,Copper,PRKCQ,False,True,[Cu],1
22042,Copper,PRKDC,False,True,[Cu],1
22043,Copper,PRKX,False,True,[Cu],1
22044,Copper,PRL,False,True,[Cu],1
22045,Copper,PRLR,False,True,[Cu],1
22046,Copper,PRMT7,False,True,[Cu],1
22047,Copper,PRNP,True,True,[Cu],2
22048,Copper,PROK2,False,True,[Cu],1
22049,Copper,PROM1,False,True,[Cu],1
22050,Copper,PRPH,False,True,[Cu],1
22051,Copper,PRPS1,False,True,[Cu],1
22052,Copper,PRR16,False,True,[Cu],1
22053,Copper,PRR5,False,True,[Cu],1
22054,Copper,PRRG4,False,True,[Cu],1
22055,Copper,PRSS23,False,True,[Cu],1
22056,Copper,PRSS8,False,True,[Cu],1
22057,Copper,PRXL2B,False,True,[Cu],1
22058,Copper,PSAT1,False,True,[Cu],1
22059,Copper,PSG11,False,True,[Cu],1
22060,Copper,PSG5,False,True,[Cu],1
22061,Copper,PSG9,False,True,[Cu],1
22062,Copper,PSMC4,False,True,[Cu],1
22063,Copper,PSMD7,False,True,[Cu],1
22064,Copper,PSME1,True,True,[Cu],2
22065,Copper,PSPN,False,True,[Cu],1
22066,Copper,PSRC1,False,True,[Cu],1
22067,Copper,PTBP1,False,True,[Cu],1
22068,Copper,PTCH1,False,True,[Cu],1
22069,Copper,PTEN,False,True,[Cu],1
22070,Copper,PTGER2,False,True,[Cu],1
22071,Copper,PTGER4,False,True,[Cu],1
22072,Copper,PTGES3,True,True,[Cu],2
22073,Copper,PTGR1,False,True,[Cu],1
22074,Copper,PTGR2,False,True,[Cu],1
22075,Copper,PTGS2,False,True,[Cu],1
22076,Copper,PTHLH,False,True,[Cu],1
22077,Copper,PTK2,False,True,[Cu],1
22078,Copper,PTMA,False,True,[Cu],1
22079,Copper,PTPDC1,False,True,[Cu],1
22080,Copper,PTPN13,False,True,[Cu],1
22081,Copper,PTPN3,False,True,[Cu],1
22082,Copper,PTPRB,False,True,[Cu],1
22083,Copper,PTPRH,False,True,[Cu],1
22084,Copper,PTPRM,False,True,[Cu],1
22085,Copper,PTPRR,False,True,[Cu],1
22086,Copper,PTTG1,False,True,[Cu],1
22087,Copper,PTX3,False,True,[Cu],1
22088,Copper,PWP2,False,True,[Cu],1
22089,Copper,PXDC1,False,True,[Cu],1
22090,Copper,PYCR3,False,True,[Cu],1
22091,Copper,QKI,False,True,[Cu],1
22092,Copper,QSOX1,False,True,[Cu],1
22093,Copper,RAB23,False,True,[Cu],1
22094,Copper,RAB35,False,True,[Cu],1
22095,Copper,RAB39B,False,True,[Cu],1
22096,Copper,RAB40A,False,True,[Cu],1
22097,Copper,RAB4A,False,True,[Cu],1
22098,Copper,RAB5C,False,True,[Cu],1
22099,Copper,RABL6,False,True,[Cu],1
22100,Copper,RAC1,False,True,[Cu],1
22101,Copper,RAC2,False,True,[Cu],1
22102,Copper,RAC3,False,True,[Cu],1
22103,Copper,RACGAP1,False,True,[Cu],1
22104,Copper,RACK1,True,True,[Cu],2
22105,Copper,RAD21,False,True,[Cu],1
22106,Copper,RAD50,False,True,[Cu],1
22107,Copper,RAD51,False,True,[Cu],1
22108,Copper,RAD51AP1,False,True,[Cu],1
22109,Copper,RAD54B,False,True,[Cu],1
22110,Copper,RAD54L,False,True,[Cu],1
22111,Copper,RADX,False,True,[Cu],1
22112,Copper,RAF1,False,True,[Cu],1
22113,Copper,RAI2,False,True,[Cu],1
22114,Copper,RALGDS,False,True,[Cu],1
22115,Copper,RAMAC,False,True,[Cu],1
22116,Copper,RAMP1,False,True,[Cu],1
22117,Copper,RANBP1,True,True,[Cu],2
22118,Copper,RAP1B,False,True,[Cu],1
22119,Copper,RAPGEF1,False,True,[Cu],1
22120,Copper,RAPGEF2,False,True,[Cu],1
22121,Copper,RAPGEF5,False,True,[Cu],1
22122,Copper,RAPH1,False,True,[Cu],1
22123,Copper,RARA,False,True,[Cu],1
22124,Copper,RARB,False,True,[Cu],1
22125,Copper,RASA1,False,True,[Cu],1
22126,Copper,RASA2,False,True,[Cu],1
22127,Copper,RASD1,False,True,[Cu],1
22128,Copper,RASGRF2,False,True,[Cu],1
22129,Copper,RASGRP3,False,True,[Cu],1
22130,Copper,RASL11B,False,True,[Cu],1
22131,Copper,RASSF6,False,True,[Cu],1
22132,Copper,RAVER2,False,True,[Cu],1
22133,Copper,RB1,False,True,[Cu],1
22134,Copper,RB1CC1,False,True,[Cu],1
22135,Copper,RBBP7,False,True,[Cu],1
22136,Copper,RBBP9,False,True,[Cu],1
22137,Copper,RBCK1,False,True,[Cu],1
22138,Copper,RBFA,False,True,[Cu],1
22139,Copper,RBIS,False,True,[Cu],1
22140,Copper,RBL1,False,True,[Cu],1
22141,Copper,RBM12,False,True,[Cu],1
22142,Copper,RBM15B,False,True,[Cu],1
22143,Copper,RBM18,False,True,[Cu],1
22144,Copper,RBM24,False,True,[Cu],1
22145,Copper,RBM48,False,True,[Cu],1
22146,Copper,RBM8A,False,True,[Cu],1
22147,Copper,RBX1,False,True,[Cu],1
22148,Copper,RCHY1,False,True,[Cu],1
22149,Copper,RECQL4,False,True,[Cu],1
22150,Copper,REG4,False,True,[Cu],1
22151,Copper,RELA,False,True,[Cu],1
22152,Copper,RELB,False,True,[Cu],1
22153,Copper,REP15,False,True,[Cu],1
22154,Copper,RESF1,False,True,[Cu],1
22155,Copper,RFC2,False,True,[Cu],1
22156,Copper,RFC4,False,True,[Cu],1
22157,Copper,RFC5,False,True,[Cu],1
22158,Copper,RFPL3S,False,True,[Cu],1
22159,Copper,RFTN1,False,True,[Cu],1
22160,Copper,RFTN2,False,True,[Cu],1
22161,Copper,RFWD2,False,True,[Cu],1
22162,Copper,RGCC,False,True,[Cu],1
22163,Copper,RGS11,False,True,[Cu],1
22164,Copper,RGS12,False,True,[Cu],1
22165,Copper,RGS16,False,True,[Cu],1
22166,Copper,RGS19,False,True,[Cu],1
22167,Copper,RGS2,False,True,[Cu],1
22168,Copper,RGS7,False,True,[Cu],1
22169,Copper,RHBDF1,False,True,[Cu],1
22170,Copper,RHBDF2,False,True,[Cu],1
22171,Copper,RHEB,False,True,[Cu],1
22172,Copper,RHNO1,False,True,[Cu],1
22173,Copper,RHOB,False,True,[Cu],1
22174,Copper,RHOBTB1,False,True,[Cu],1
22175,Copper,RHOF,False,True,[Cu],1
22176,Copper,RIGI,False,True,[Cu],1
22177,Copper,RILPL2,False,True,[Cu],1
22178,Copper,RIMKLA,False,True,[Cu],1
22179,Copper,RIOX1,False,True,[Cu],1
22180,Copper,RIPK1,False,True,[Cu],1
22181,Copper,RIPPLY3,False,True,[Cu],1
22182,Copper,RIT1,False,True,[Cu],1
22183,Copper,RITA1,False,True,[Cu],1
22184,Copper,RMI2,False,True,[Cu],1
22185,Copper,RNASEH2A,False,True,[Cu],1
22186,Copper,RND1,False,True,[Cu],1
22187,Copper,RND3,False,True,[Cu],1
22188,Copper,RNF103,False,True,[Cu],1
22189,Copper,RNF157,False,True,[Cu],1
22190,Copper,RNF207,False,True,[Cu],1
22191,Copper,RPL23,False,True,[Cu],1
22192,Copper,RPL29,False,True,[Cu],1
22193,Copper,RPL37,False,True,[Cu],1
22194,Copper,RPL38,False,True,[Cu],1
22195,Copper,RPLP2P3,False,True,[Cu],1
22196,Copper,RPS15,False,True,[Cu],1
22197,Copper,RPS2,True,True,[Cu],2
22198,Copper,RPS26P35,False,True,[Cu],1
22199,Copper,RPS27P29,False,True,[Cu],1
22200,Copper,RPS6KA1,False,True,[Cu],1
22201,Copper,RPS6KA2,False,True,[Cu],1
22202,Copper,RPS6KA3,False,True,[Cu],1
22203,Copper,RPS6KA4,False,True,[Cu],1
22204,Copper,RPS6KA5,False,True,[Cu],1
22205,Copper,RPS6KA6,False,True,[Cu],1
22206,Copper,RPS6KB1,False,True,[Cu],1
22207,Copper,RPS6KB2,False,True,[Cu],1
22208,Copper,RPS7,False,True,[Cu],1
22209,Copper,RPSA,True,True,[Cu],2
22210,Copper,RPTOR,False,True,[Cu],1
22211,Copper,RPUSD3,False,True,[Cu],1
22212,Copper,RRAD,False,True,[Cu],1
22213,Copper,RRAGC,False,True,[Cu],1
22214,Copper,RRAGD,False,True,[Cu],1
22215,Copper,RRAS,False,True,[Cu],1
22216,Copper,RRAS2,False,True,[Cu],1
22217,Copper,RRM1,False,True,[Cu],1
22218,Copper,RRM2,False,True,[Cu],1
22219,Copper,RRM2B,False,True,[Cu],1
22220,Copper,RRP7A,False,True,[Cu],1
22221,Copper,RSAD2,False,True,[Cu],1
22222,Copper,RSRP1,False,True,[Cu],1
22223,Copper,RTCA,False,True,[Cu],1
22224,Copper,RTKN,False,True,[Cu],1
22225,Copper,RTN4,False,True,[Cu],1
22226,Copper,RTN4IP1,False,True,[Cu],1
22227,Copper,RUFY3,False,True,[Cu],1
22228,Copper,RUNX1,False,True,[Cu],1
22229,Copper,RUSC2,False,True,[Cu],1
22230,Copper,RUVBL1,False,True,[Cu],1
22231,Copper,RUVBL2,False,True,[Cu],1
22232,Copper,RXRA,False,True,[Cu],1
22233,Copper,RYBP,False,True,[Cu],1
22234,Copper,S100A13,False,True,[Cu],1
22235,Copper,S100A2,True,True,[Cu],2
22236,Copper,S100A4,True,True,[Cu],2
22237,Copper,S100A8,True,True,[Cu],2
22238,Copper,S100P,False,True,[Cu],1
22239,Copper,SAC3D1,False,True,[Cu],1
22240,Copper,SAP18,False,True,[Cu],1
22241,Copper,SAPCD2,False,True,[Cu],1
22242,Copper,SAR1B,False,True,[Cu],1
22243,Copper,SAT1,False,True,[Cu],1
22244,Copper,SATB1,False,True,[Cu],1
22245,Copper,SBDS,False,True,[Cu],1
22246,Copper,SCAF11,False,True,[Cu],1
22247,Copper,SCARA3,False,True,[Cu],1
22248,Copper,SCARB1,False,True,[Cu],1
22249,Copper,SCARF2,False,True,[Cu],1
22250,Copper,SCD,False,True,[Cu],1
22251,Copper,SCD5,False,True,[Cu],1
22252,Copper,SCEL,False,True,[Cu],1
22253,Copper,SCFD2,False,True,[Cu],1
22254,Copper,SCG5,False,True,[Cu],1
22255,Copper,SCIN,False,True,[Cu],1
22256,Copper,SCN8A,False,True,[Cu],1
22257,Copper,SCNM1,False,True,[Cu],1
22258,Copper,SCO1,True,True,[Cu],2
22259,Copper,SCRN2,False,True,[Cu],1
22260,Copper,SCYL2,False,True,[Cu],1
22261,Copper,SDC1,False,True,[Cu],1
22262,Copper,SDCCAG8,False,True,[Cu],1
22263,Copper,SDHA,False,True,[Cu],1
22264,Copper,SEC11C,False,True,[Cu],1
22265,Copper,SEC24D,False,True,[Cu],1
22266,Copper,SEC61B,False,True,[Cu],1
22267,Copper,SEC62,False,True,[Cu],1
22268,Copper,SEL1L,False,True,[Cu],1
22269,Copper,SEL1L3,False,True,[Cu],1
22270,Copper,SELENOK,False,True,[Cu],1
22271,Copper,SEM1,False,True,[Cu],1
22272,Copper,SEMA4D,False,True,[Cu],1
22273,Copper,SEPHS1,False,True,[Cu],1
22274,Copper,SEPTIN11,False,True,[Cu],1
22275,Copper,SEPTIN4,False,True,[Cu],1
22276,Copper,SEPTIN6,False,True,[Cu],1
22277,Copper,SEPTIN8,False,True,[Cu],1
22278,Copper,SERPINA1,True,True,[Cu],2
22279,Copper,SERPINA3,False,True,[Cu],1
22280,Copper,SERPINA4,True,True,[Cu],2
22281,Copper,SERPINA6,True,True,[Cu],2
22282,Copper,SERPINA7,True,True,[Cu],2
22283,Copper,SERPINB2,False,True,[Cu],1
22284,Copper,SERPINB5,False,True,[Cu],1
22285,Copper,SERPINB8,False,True,[Cu],1
22286,Copper,SERPINC1,True,True,[Cu],2
22287,Copper,SERPIND1,True,True,[Cu],2
22288,Copper,SERPINE1,True,True,[Cu],2
22289,Copper,SERPINF1,True,True,[Cu],2
22290,Copper,SERPINF2,True,True,[Cu],2
22291,Copper,SERPING1,True,True,[Cu],2
22292,Copper,SERPINH1,False,True,[Cu],1
22293,Copper,SERTAD1,False,True,[Cu],1
22294,Copper,SESN2,False,True,[Cu],1
22295,Copper,SESN3,False,True,[Cu],1
22296,Copper,SF3A2,True,True,[Cu],2
22297,Copper,SF3B4,False,True,[Cu],1
22298,Copper,SFN,False,True,[Cu],1
22299,Copper,SFPQ,True,True,[Cu],2
22300,Copper,SFXN1,False,True,[Cu],1
22301,Copper,SFXN4,False,True,[Cu],1
22302,Copper,SGK1,False,True,[Cu],1
22303,Copper,SGTA,False,True,[Cu],1
22304,Copper,SGTB,False,True,[Cu],1
22305,Copper,SH2B1,False,True,[Cu],1
22306,Copper,SH3BGR,False,True,[Cu],1
22307,Copper,SH3PXD2A,False,True,[Cu],1
22308,Copper,SHANK2,False,True,[Cu],1
22309,Copper,SHISA3,False,True,[Cu],1
22310,Copper,SHISA5,False,True,[Cu],1
22311,Copper,SHMT1,False,True,[Cu],1
22312,Copper,SHOC1,False,True,[Cu],1
22313,Copper,SIAH1,False,True,[Cu],1
22314,Copper,SIDT1,False,True,[Cu],1
22315,Copper,SIK1,False,True,[Cu],1
22316,Copper,SIMC1,False,True,[Cu],1
22317,Copper,SIRT1,False,True,[Cu],1
22318,Copper,SIRT6,False,True,[Cu],1
22319,Copper,SIX1,False,True,[Cu],1
22320,Copper,SIX2,False,True,[Cu],1
22321,Copper,SKA2,False,True,[Cu],1
22322,Copper,SKI,False,True,[Cu],1
22323,Copper,SKIL,False,True,[Cu],1
22324,Copper,SKP2,False,True,[Cu],1
22325,Copper,SLAIN1,False,True,[Cu],1
22326,Copper,SLC10A4,False,True,[Cu],1
22327,Copper,SLC12A6,False,True,[Cu],1
22328,Copper,SLC16A10,False,True,[Cu],1
22329,Copper,SLC16A14,False,True,[Cu],1
22330,Copper,SLC16A9,False,True,[Cu],1
22331,Copper,SLC19A1,False,True,[Cu],1
22332,Copper,SLC1A3,False,True,[Cu],1
